Name	Probability	Cycle	Input_1	Input_2	Input_3	Input_4	Input_5	Output
Test580	0.761867841	5	1 0 0 1 1	1 1 0 1 1	1 1 1 1 0	1 1 1 0 1	0 0 0 1 1	0 1 0 0 0
Test581	0.977967005	5	1 0 1 1 1	0 0 1 1 0	1 1 0 1 1	1 1 0 0 1	1 1 1 1 1	0 1 1 0 0
Test582	0.761170767	5	0 1 1 1 1	1 0 0 1 0	1 0 1 0 0	0 1 0 1 0	0 1 1 0 1	0 1 1 1 0
Test583	0.607242553	5	0 0 0 1 1	0 1 0 0 1	1 1 0 1 0	0 0 0 0 0	0 1 1 1 0	1 1 1 1 0
Test584	0.994277489	5	1 1 0 1 0	0 0 0 0 1	0 1 0 0 1	0 1 0 0 1	0 0 0 0 0	1 1 0 1 1
Test585	0.992070222	5	0 0 1 1 0	1 1 0 1 1	1 1 1 0 1	1 0 1 1 1	1 0 0 0 1	0 0 1 1 0
Test586	0.789887683	5	1 1 1 1 1	1 1 1 1 0	0 1 1 1 0	1 0 1 0 1	0 0 1 1 1	1 1 1 0 1
Test587	0.265553099	5	0 0 1 1 0	0 0 0 1 1	1 0 1 0 0	1 0 1 1 1	0 0 1 1 1	0 0 0 0 1
Test588	0.207278607	5	0 1 0 1 1	1 0 1 1 0	1 0 1 0 1	1 0 0 0 1	1 0 1 0 1	0 1 1 0 0
Test589	0.177138106	5	1 0 0 1 0	1 1 0 1 1	0 1 0 0 1	0 1 0 0 1	1 0 1 0 1	1 1 1 0 0
Test590	0.952838029	5	1 0 0 0 1	0 1 0 0 0	1 1 1 1 0	1 0 1 0 0	1 1 0 1 1	0 1 0 0 0
Test591	0.877472745	5	0 0 0 1 0	0 0 0 0 1	1 1 0 1 0	0 0 0 1 0	0 1 1 0 0	1 0 1 1 1
Test592	0.040510079	5	1 1 1 1 0	0 1 0 0 1	0 0 0 0 0	1 1 0 1 0	1 1 1 1 0	1 0 0 1 1
Test593	0.715427342	5	1 1 0 1 0	1 0 0 1 1	0 0 1 0 0	0 1 1 1 1	1 0 0 1 1	1 0 0 0 1
Test594	0.365511128	5	0 1 1 0 1	1 1 1 1 1	1 1 1 1 0	0 1 1 0 1	1 1 1 0 0	1 1 1 0 1
Test595	0.200091838	5	0 1 1 1 1	0 1 0 0 0	1 1 1 1 0	0 0 1 0 0	1 1 0 0 0	0 0 1 0 1
Test596	0.890742123	5	1 0 0 0 0	1 0 1 1 1	1 1 1 0 0	1 0 0 1 0	1 1 1 0 0	1 0 1 0 1
Test597	0.103656994	5	0 0 0 0 0	0 0 1 1 1	0 1 0 1 1	0 1 1 0 0	0 0 1 1 1	0 0 1 1 1
Test598	0.869316999	5	0 0 1 0 0	0 0 1 1 0	1 0 0 1 1	0 1 0 1 0	1 0 0 0 1	0 1 0 1 0
Test599	0.584833549	5	1 1 1 0 1	0 0 1 0 0	1 0 0 0 1	1 0 1 1 0	1 1 0 0 1	0 0 1 1 1
Test600	0.337920747	5	0 1 1 1 1	1 0 0 0 0	1 1 0 0 1	1 0 1 0 1	1 0 1 0 0	0 0 1 1 1
Test601	0.243890137	5	0 0 1 1 0	0 0 0 1 0	0 0 0 1 0	0 0 0 0 1	0 0 1 1 0	0 0 0 0 1
Test602	0.971360295	5	1 1 0 1 0	0 0 1 1 1	0 0 1 1 0	1 0 0 0 0	1 0 0 0 1	1 1 0 1 0
Test603	0.471048337	5	0 0 1 0 0	0 0 0 1 0	1 0 1 1 1	1 1 0 0 1	0 0 1 0 0	0 1 1 0 0
Test604	0.677427522	5	1 1 0 1 1	0 0 0 0 0	0 0 1 1 1	1 1 1 1 0	1 1 0 0 0	1 1 0 1 0
Test605	0.959862983	5	0 0 1 0 0	0 0 1 1 1	1 0 1 1 0	0 0 0 1 0	0 1 0 1 1	1 1 1 0 0
Test606	0.061977527	5	0 0 1 0 0	0 0 0 0 0	0 0 1 1 1	0 0 0 0 0	0 1 1 1 1	0 1 1 0 0
Test607	0.801930635	5	1 0 0 0 1	0 1 1 0 0	1 1 1 0 0	0 1 1 0 0	0 1 0 0 0	0 0 1 0 1
Test608	0.756049109	5	1 1 0 0 0	1 0 1 1 1	1 1 0 1 0	1 0 0 0 0	1 0 0 1 1	1 0 1 1 0
Test609	0.026646378	5	1 0 1 1 1	0 1 1 1 0	0 0 1 0 1	1 0 0 0 1	0 0 1 0 1	0 1 0 0 0
Test610	0.77823063	5	1 1 0 0 0	1 1 0 1 1	0 0 0 0 1	0 1 0 1 0	1 1 1 0 1	1 0 1 0 1
Test611	0.144249548	5	1 0 1 0 0	0 0 0 1 1	1 1 0 0 0	1 0 0 0 0	0 1 0 0 1	1 0 1 1 0
Test612	0.342161779	5	0 1 1 1 0	1 0 1 1 0	0 1 0 1 1	0 0 0 1 1	1 0 0 1 1	0 0 0 1 1
Test613	0.800502822	5	0 1 0 1 1	1 1 1 1 0	0 1 0 1 1	0 1 1 1 0	0 1 0 1 0	1 1 0 1 0
Test614	0.291722882	5	1 1 1 1 0	1 0 1 1 0	0 1 1 1 1	1 1 0 0 0	1 0 1 1 0	0 1 0 0 1
Test615	0.436581237	5	0 0 0 1 1	0 0 0 0 1	1 1 0 1 0	0 0 1 0 0	1 0 1 1 1	0 1 0 1 1
Test616	0.841809547	5	0 0 1 1 1	0 1 0 1 0	0 0 0 0 1	1 1 0 1 0	0 0 0 1 1	1 0 1 0 1
Test617	0.100916825	5	1 0 1 1 0	0 1 0 0 0	0 1 1 0 0	0 0 1 0 1	0 1 1 0 1	1 1 0 1 0
Test618	0.289291026	5	1 1 0 1 1	0 1 1 0 0	1 0 1 1 0	1 1 0 0 1	1 1 0 1 0	0 0 0 1 0
Test619	0.111700011	5	0 1 0 0 1	0 1 1 1 0	0 1 1 1 1	1 0 1 1 0	1 0 0 0 0	0 1 1 1 0
Test620	0.031294818	5	0 1 1 0 0	1 1 1 1 1	1 1 0 0 1	1 1 1 1 1	0 1 1 1 1	1 1 0 1 0
Test621	0.499547088	5	1 1 1 0 0	0 1 0 1 1	0 1 1 0 1	1 1 0 0 0	0 1 0 1 1	0 1 0 0 1
Test622	0.036144895	5	1 0 0 1 1	0 0 1 0 1	0 1 1 1 0	1 0 0 1 0	1 0 1 1 0	1 1 1 0 0
Test623	0.377466782	5	1 0 1 0 0	0 1 1 1 1	0 1 0 0 0	1 0 0 0 1	1 1 0 1 1	1 1 0 0 1
Test624	0.223101041	5	0 0 1 1 0	0 0 0 1 0	0 1 1 0 1	0 1 0 0 1	0 1 0 0 1	0 1 0 0 1
Test625	0.702883969	5	0 1 1 0 1	1 0 1 1 1	0 1 0 1 1	0 1 1 1 1	1 0 1 1 1	0 1 0 0 1
Test626	0.869670951	5	0 1 1 0 1	0 1 0 0 0	1 0 1 1 0	0 0 1 1 0	1 0 1 1 1	0 0 0 1 0
Test627	0.104165034	5	0 1 0 0 1	1 1 1 0 0	0 1 1 1 0	0 1 1 0 0	1 1 0 1 1	0 1 1 0 0
Test628	0.390158421	5	1 0 0 0 1	0 1 1 0 1	1 0 0 1 0	1 1 1 0 1	1 0 1 1 1	0 0 1 0 0
Test629	0.077414349	5	1 0 0 1 0	1 0 1 1 0	1 0 1 0 0	0 0 1 0 1	1 1 0 0 0	0 1 1 0 1
Test630	0.88182815	5	1 0 1 1 0	0 0 0 0 1	0 1 1 1 0	1 1 1 0 0	0 0 1 1 0	0 0 0 1 1
Test631	0.446688943	5	1 1 1 0 0	1 1 0 0 0	1 0 0 1 1	0 1 1 0 1	1 0 0 0 1	0 1 0 1 1
Test632	0.432449006	5	1 1 1 0 1	0 0 1 1 0	0 0 0 1 0	1 0 0 1 0	0 0 0 1 1	0 1 0 0 0
Test633	0.394484279	5	1 1 0 0 1	0 1 0 1 1	0 0 1 1 0	0 0 1 0 1	0 1 0 1 0	1 1 0 1 1
Test634	0.653169394	5	0 1 0 1 1	1 1 1 0 1	1 1 0 1 1	1 1 0 0 0	0 1 0 0 0	1 1 1 0 1
Test635	0.959488142	5	1 1 0 1 1	0 1 1 1 1	0 0 0 0 1	0 0 0 0 1	0 0 1 0 1	1 0 0 0 1
Test636	0.032473955	5	0 0 1 1 1	0 1 0 1 1	0 1 1 1 1	1 1 0 0 0	1 1 0 0 1	0 0 0 1 0
Test637	0.347117626	5	0 0 1 0 1	0 0 1 1 1	1 1 1 1 0	0 0 1 1 1	0 1 1 1 1	1 0 1 0 0
Test638	0.506340241	5	1 0 1 1 0	0 0 1 1 0	1 1 0 0 0	0 0 1 1 0	1 0 1 1 1	1 1 0 0 1
Test639	0.069812969	5	1 0 1 0 0	0 0 1 0 0	0 1 1 0 1	1 1 1 0 1	0 0 0 1 0	0 0 0 1 0
Test640	0.224047754	5	0 0 0 0 0	1 0 1 0 0	0 1 0 0 1	1 0 0 1 0	1 1 1 0 1	1 0 0 1 0
Test641	0.648687784	5	1 1 0 1 0	0 0 1 1 1	0 0 1 1 0	0 0 1 0 1	0 1 0 1 1	1 0 1 0 1
Test642	0.008561189	5	1 0 0 0 1	1 1 1 1 0	1 1 0 0 1	0 0 1 0 0	0 1 1 1 0	1 1 1 0 0
Test643	0.501939686	5	0 0 0 0 1	1 1 0 0 1	1 1 1 1 1	0 0 0 0 1	0 0 1 0 0	0 0 0 1 0
Test644	0.683425932	5	1 1 0 1 1	1 0 1 0 1	0 1 1 1 0	0 1 1 0 1	0 1 0 0 0	0 0 1 0 1
Test645	0.08447027	5	1 0 1 1 1	0 1 1 0 0	1 1 1 1 1	1 1 1 1 0	0 1 0 1 1	1 0 0 0 1
Test646	0.893192696	5	0 1 0 1 1	0 1 1 0 0	1 0 1 1 1	0 1 0 1 1	1 1 1 1 1	0 0 1 0 0
Test647	0.089908168	5	1 0 0 0 0	0 0 1 1 0	0 0 0 1 0	0 0 1 1 0	0 0 0 1 1	1 0 0 0 1
Test648	0.494228938	5	0 0 0 0 1	1 0 1 0 0	1 1 0 1 0	0 0 1 0 1	0 1 1 1 1	0 0 1 0 1
Test649	0.044725094	5	1 1 0 1 1	0 0 1 1 1	0 1 1 0 0	0 1 0 0 0	1 1 0 1 0	0 0 0 1 0
Test650	0.699940748	5	1 0 0 1 0	1 0 1 0 0	0 1 0 1 0	1 0 0 1 0	0 1 1 1 1	1 0 0 0 1
Test651	0.487278751	5	1 0 1 0 0	1 1 1 0 1	0 0 0 0 1	0 0 0 0 0	1 0 0 0 0	1 1 0 0 0
Test652	0.019861578	5	0 1 1 1 0	0 0 0 1 1	1 0 1 0 1	0 0 0 1 0	0 0 0 0 1	1 1 0 1 1
Test653	0.777202474	5	0 1 1 1 1	1 1 0 1 1	0 0 0 1 1	1 0 0 1 0	0 1 1 0 0	0 1 0 0 1
Test654	0.166004139	5	1 1 1 0 0	1 0 0 1 0	0 1 0 1 0	1 1 1 1 0	1 1 1 0 0	0 0 1 1 0
Test655	0.479014506	5	1 1 0 0 0	0 0 1 1 1	0 1 0 1 0	1 0 0 1 1	0 0 0 0 1	0 0 1 1 1
Test656	0.436683272	5	1 1 0 0 1	1 1 0 1 0	1 1 1 1 0	1 1 1 0 1	0 0 1 0 1	0 0 1 0 1
Test657	0.493050248	5	0 1 0 1 0	0 0 0 1 0	0 0 0 0 0	0 1 0 0 1	0 1 1 0 0	0 1 1 0 1
Test658	0.132652049	5	0 0 1 1 0	1 0 0 1 0	0 1 0 1 0	1 1 1 0 1	0 1 0 1 0	0 1 0 0 1
Test659	0.098313135	5	1 1 0 1 1	0 0 0 1 0	0 0 1 0 0	0 0 0 0 0	0 0 0 1 0	1 1 1 1 1
Test660	0.599021043	5	1 0 0 0 0	1 1 1 0 1	0 0 0 0 0	0 0 1 0 0	0 1 1 0 1	0 0 1 0 0
Test661	0.756241264	5	0 1 1 0 0	0 0 0 0 1	0 1 1 0 1	1 1 0 1 1	0 1 1 1 1	1 0 1 0 0
Test662	0.83941243	5	0 1 1 0 1	0 0 1 1 1	1 0 1 0 1	0 0 0 1 0	0 1 1 0 0	1 0 0 0 1
Test663	0.600368568	5	0 0 1 0 1	1 1 0 0 1	0 0 0 1 0	0 1 1 1 0	1 1 0 0 0	0 1 0 0 0
Test664	0.519180039	5	0 1 1 0 1	0 1 1 1 0	0 0 1 1 1	0 1 1 0 1	1 0 1 0 0	1 1 1 0 1
Test665	0.204842452	5	0 0 1 1 0	1 1 0 1 1	1 0 0 0 1	0 1 0 0 0	1 1 0 0 0	1 1 1 0 0
Test666	0.122872124	5	0 1 1 0 1	1 1 1 0 0	0 0 1 0 0	0 1 0 1 0	0 0 1 0 0	1 1 0 1 1
Test667	0.279871468	5	0 1 0 0 1	0 0 1 1 1	0 0 1 0 0	0 0 0 1 1	0 0 1 1 1	0 1 1 1 0
Test668	0.267689047	5	0 1 0 0 1	0 1 1 1 0	0 1 1 1 0	1 0 0 0 0	0 0 0 0 0	1 1 0 0 1
Test669	0.303103986	5	0 0 1 1 0	1 0 0 0 0	0 0 1 0 0	1 1 0 0 0	0 0 1 0 0	0 1 1 1 0
Test670	0.628960026	5	1 1 0 1 0	0 0 0 1 1	1 0 0 1 1	0 1 1 0 1	0 0 1 0 0	0 0 0 1 1
Test671	0.303254865	5	1 1 0 0 1	0 1 1 1 0	0 0 0 0 1	0 0 0 1 0	0 0 1 1 0	1 0 0 1 0
Test672	0.843768618	5	0 0 0 1 0	1 1 1 1 0	1 0 0 1 1	1 0 1 1 0	0 1 1 0 0	1 0 1 0 1
Test673	0.676709492	5	1 1 0 1 1	1 0 1 1 1	1 0 1 1 0	0 1 0 1 1	1 1 1 0 1	0 1 1 0 0
Test674	0.993252726	5	0 0 1 0 1	0 1 0 0 1	0 1 0 1 1	0 0 0 0 0	0 1 0 0 1	0 1 1 1 0
Test675	0.689208166	5	0 1 1 1 1	0 1 1 0 1	1 0 1 0 1	0 1 1 1 1	0 0 1 1 0	1 1 1 1 0
Test676	0.067299381	5	0 0 0 1 1	1 1 1 0 0	1 1 1 1 0	1 0 0 1 0	0 0 0 1 1	1 0 0 0 0
Test677	0.5421088	5	0 0 0 0 1	0 1 0 1 1	1 1 0 0 1	0 1 1 1 1	1 0 1 1 0	0 1 0 1 0
Test678	0.104840101	5	1 0 0 0 0	0 1 0 1 0	0 1 0 0 1	0 0 0 1 1	0 1 1 0 0	1 1 1 0 0
Test679	0.616061364	5	1 0 1 0 1	0 0 1 0 1	0 0 0 0 1	0 1 0 1 1	1 1 1 1 1	0 0 1 0 1
Test680	0.913985615	5	0 0 1 0 0	1 0 1 0 1	1 0 1 1 1	1 1 1 0 1	0 1 0 1 0	1 0 0 0 1
Test681	0.350744102	5	1 1 1 0 0	1 1 0 0 1	1 1 1 1 0	1 0 1 1 1	0 1 0 0 0	0 0 1 0 0
Test682	0.165546952	5	1 0 1 0 1	0 1 1 1 1	0 1 1 0 1	0 1 1 0 1	0 0 0 0 1	1 1 0 1 1
Test683	0.699682778	5	1 0 0 1 0	1 0 1 1 0	0 0 1 0 1	1 1 1 0 0	0 0 1 1 0	1 1 0 1 1
Test684	0.448145848	5	1 0 1 1 0	0 1 0 1 1	0 1 0 0 1	0 0 1 0 0	0 0 0 1 1	1 0 0 1 1
Test685	0.619421927	5	0 1 0 0 1	0 1 1 0 1	0 1 1 1 0	1 0 0 0 1	1 1 0 0 1	0 0 0 1 0
Test686	0.001901089	5	0 0 0 1 1	0 1 1 0 1	1 0 0 0 0	1 1 0 0 1	1 0 0 1 0	1 0 1 0 1
Test687	0.585334254	5	0 0 1 1 0	0 0 0 1 1	1 1 0 0 0	0 1 0 0 1	1 1 1 0 0	0 1 0 0 0
Test688	0.942392416	5	0 0 1 0 1	1 0 0 1 1	1 0 0 0 0	0 1 1 0 0	1 0 1 1 0	1 1 1 0 0
Test689	0.539147328	5	0 0 1 0 0	1 0 1 0 0	1 1 1 1 1	0 1 1 0 0	1 0 1 0 1	1 0 1 1 0
Test690	0.141334759	5	1 1 0 0 0	1 1 0 0 0	1 1 0 1 0	1 1 0 1 1	0 1 0 0 0	0 1 0 0 1
Test691	0.785239554	5	0 1 1 0 1	0 0 0 1 1	1 0 0 1 0	1 0 1 0 0	1 0 1 0 1	1 1 1 0 1
Test692	0.408850144	5	1 0 0 1 0	1 0 1 1 1	1 1 1 0 1	1 0 1 0 1	0 1 1 1 1	0 0 0 1 0
Test693	0.209576339	5	0 1 1 0 0	0 1 0 1 0	0 0 0 0 1	1 1 1 0 0	0 0 0 1 0	1 1 0 0 1
Test694	0.789497179	5	0 0 1 1 1	0 1 1 0 0	0 1 0 0 0	0 0 1 0 0	1 0 0 1 0	1 0 1 0 1
Test695	0.096582472	5	0 1 1 1 0	0 0 1 1 1	0 1 0 1 0	1 0 1 0 1	1 1 1 1 0	0 1 0 0 0
Test696	0.096249167	5	0 0 1 1 1	0 1 0 1 0	0 1 0 1 0	0 1 1 0 1	0 0 1 1 1	0 1 1 0 1
Test697	0.332470794	5	0 0 1 0 1	1 0 1 1 0	1 0 0 1 0	1 0 0 0 0	1 1 1 1 1	0 1 1 1 0
Test698	0.870021124	5	1 0 1 1 1	1 0 1 0 0	0 1 1 0 1	0 0 0 0 1	1 1 1 1 0	1 0 0 0 1
Test699	0.456061514	5	0 1 0 1 1	0 1 1 1 1	1 0 1 0 0	1 0 1 0 0	1 0 0 0 0	1 0 1 0 0
Test700	0.749625395	5	1 0 0 1 0	0 1 1 1 1	1 1 1 0 1	1 1 0 1 1	1 1 0 0 1	0 0 0 1 0
Test701	0.500848736	5	0 0 1 0 0	1 0 0 1 0	1 1 1 1 0	0 0 1 1 0	0 1 0 1 1	0 0 1 0 1
Test702	0.53973076	5	1 1 0 0 0	0 1 1 0 0	1 0 1 1 1	1 0 1 0 1	1 1 0 0 1	0 1 1 1 1
Test703	0.844092309	5	0 0 0 0 1	1 1 1 1 1	0 1 1 0 0	0 1 0 1 0	1 0 0 0 0	0 1 0 0 0
Test704	0.53818495	5	0 1 0 1 0	1 1 1 0 1	0 0 0 1 1	0 1 1 1 0	1 1 0 1 1	0 0 0 0 1
Test705	0.880655011	5	1 1 0 0 0	1 1 0 1 1	1 1 0 1 1	1 0 0 1 1	1 0 0 1 1	1 1 0 0 0
Test706	0.832203159	5	1 0 0 1 0	0 0 0 0 0	1 0 1 1 1	0 1 0 0 0	1 0 0 0 0	1 1 1 0 1
Test707	0.149097292	5	0 1 0 1 1	1 1 1 0 0	1 0 1 1 0	1 1 1 0 1	0 1 1 0 0	1 0 0 0 0
Test708	0.85597831	5	0 0 0 0 1	1 1 0 0 1	1 1 1 1 1	1 1 0 1 0	1 0 1 1 1	0 1 0 1 0
Test709	0.274055194	5	1 1 1 0 0	1 1 0 0 1	0 0 1 0 1	1 0 0 1 1	0 0 1 0 1	1 0 1 1 0
Test710	0.453242232	5	0 0 0 1 1	1 1 0 1 0	0 1 0 1 1	1 1 0 1 1	1 0 1 1 1	1 1 1 1 0
Test711	0.999216139	5	0 0 1 0 0	0 1 0 0 0	0 0 0 1 0	1 1 0 0 1	0 0 0 1 1	1 0 1 0 0
Test712	0.8816056	5	1 1 1 1 0	0 0 0 0 0	0 0 1 0 0	1 1 1 0 0	0 0 0 1 0	0 0 1 0 0
Test713	0.88839223	5	1 0 0 0 0	1 1 0 0 1	1 1 1 0 0	1 1 1 1 0	1 0 1 0 0	1 1 1 1 1
Test714	0.221461734	5	0 0 0 0 0	1 1 1 1 1	0 1 1 0 0	1 0 1 0 0	0 1 1 0 1	0 1 0 1 0
Test715	0.690721157	5	1 0 0 0 1	1 1 0 1 0	1 0 0 1 1	1 1 1 1 1	1 1 0 0 0	1 1 1 1 1
Test716	0.226731143	5	0 1 0 0 1	1 0 0 1 1	1 1 0 0 1	0 0 0 0 0	1 0 0 0 0	1 0 0 1 1
Test717	0.514438197	5	0 0 1 0 0	1 0 0 0 1	0 0 0 1 1	1 1 0 1 0	0 0 0 0 1	0 1 1 0 1
Test718	0.867913761	5	0 0 1 1 1	0 1 1 1 1	0 1 0 0 0	1 0 0 0 0	1 0 1 0 1	0 0 1 0 1
Test719	0.353779304	5	0 1 1 1 1	1 0 1 0 1	1 1 1 0 1	0 0 1 1 0	0 1 1 0 1	0 1 1 0 0
Test720	0.53983027	5	0 0 0 0 0	0 0 1 0 0	0 0 0 0 0	1 0 0 0 1	1 1 1 1 0	0 1 0 1 1
Test721	0.895897473	5	0 0 1 1 0	1 0 1 1 0	0 1 1 0 0	1 1 0 1 0	0 0 1 1 1	0 0 0 0 1
Test722	0.089981745	5	1 0 1 0 0	1 1 1 1 1	0 1 1 1 1	1 1 0 0 0	0 0 1 0 1	1 1 0 0 1
Test723	0.529414479	5	1 0 0 0 0	0 0 0 1 1	1 1 1 1 1	0 0 1 1 1	0 1 1 1 0	0 0 1 0 1
Test724	0.543094742	5	0 1 0 0 0	1 1 1 1 0	0 0 1 1 1	0 1 1 1 1	0 1 0 1 1	1 0 1 0 1
Test725	0.206351338	5	1 0 1 0 0	1 1 0 1 1	0 1 1 0 1	0 0 0 1 1	1 1 1 0 1	1 1 1 0 0
Test726	0.71131639	5	1 1 1 1 1	0 0 1 1 0	0 0 1 0 0	1 1 1 1 1	0 0 1 1 1	0 0 1 0 1
Test727	0.137107623	5	0 0 1 1 0	1 1 0 1 1	1 0 0 1 0	0 1 0 0 1	0 0 1 1 0	0 0 0 0 0
Test728	0.682892354	5	0 0 1 0 0	1 1 1 0 0	1 1 1 1 1	0 1 1 0 1	0 0 1 1 0	0 1 1 0 0
Test729	0.747290466	5	1 0 0 0 1	0 1 0 0 0	0 1 0 0 1	1 0 0 1 1	1 0 0 0 1	1 0 0 1 0
Test730	0.932405833	5	0 0 1 0 1	1 0 1 0 0	1 0 0 1 1	0 0 1 0 0	0 1 0 1 1	0 1 1 0 1
Test731	0.343121066	5	0 0 0 0 1	1 0 0 1 0	0 0 1 1 0	1 0 1 1 1	1 0 0 1 0	1 0 0 0 0
Test732	0.512958207	5	1 0 1 0 0	1 1 0 1 1	0 1 0 0 0	1 0 1 0 1	1 1 0 0 0	0 1 0 1 0
Test733	0.66056798	5	0 0 0 1 0	1 0 1 0 1	1 1 0 0 0	1 0 1 1 0	1 0 1 0 0	0 1 1 0 1
Test734	0.88471441	5	1 1 0 1 1	0 1 0 1 1	1 0 1 0 0	1 1 0 1 0	1 0 1 1 0	0 1 0 0 0
Test735	0.161879163	5	1 1 1 1 0	1 0 1 1 0	1 0 0 1 0	1 0 1 0 0	0 0 1 0 0	0 1 0 1 0
Test736	0.77619478	5	0 0 0 0 0	1 1 0 0 1	1 1 0 0 0	1 0 1 1 1	1 1 0 0 0	0 1 1 1 0
Test737	0.994514299	5	0 0 1 0 1	0 0 1 1 1	0 1 1 1 1	0 0 1 1 0	0 0 0 0 0	0 1 0 1 1
Test738	0.544389254	5	0 0 0 0 0	0 1 1 0 1	0 1 0 0 1	0 1 1 1 1	0 0 1 1 0	0 1 1 0 1
Test739	0.643092447	5	1 0 0 0 1	1 0 1 0 0	0 1 1 1 1	1 0 0 1 1	1 0 0 0 1	0 1 0 0 0
Test740	0.852842187	5	1 1 0 1 0	0 1 0 1 1	1 1 1 1 1	1 0 1 0 1	1 1 0 0 0	0 0 0 1 1
Test741	0.76434183	5	1 0 0 0 0	1 1 0 0 1	1 1 0 1 1	0 1 1 0 0	0 1 0 0 0	1 0 1 1 0
Test742	0.150288694	5	0 0 0 0 1	1 1 1 0 1	0 1 0 0 0	0 0 0 1 0	0 1 0 0 0	1 1 1 1 0
Test743	0.859107215	5	0 1 0 1 0	1 0 0 0 1	1 0 1 1 0	1 1 0 0 0	1 1 0 0 0	0 1 1 0 1
Test744	0.096613186	5	1 1 1 1 1	1 1 1 1 1	0 0 0 1 0	1 1 0 0 0	0 1 0 0 1	1 0 0 1 1
Test745	0.240638946	5	1 1 0 0 1	0 1 1 0 0	0 0 1 1 0	0 0 1 0 0	1 1 1 1 0	0 1 0 0 1
Test746	0.654978709	5	0 0 1 1 0	1 0 0 0 0	1 0 0 0 0	0 0 1 0 0	1 1 0 0 1	1 1 0 1 1
Test747	0.703645364	5	1 1 0 0 1	0 1 0 1 0	1 1 0 1 0	1 1 0 0 0	1 1 0 0 1	0 1 0 0 0
Test748	0.037220664	5	0 1 1 0 0	0 0 1 0 1	1 1 0 0 0	0 0 0 0 0	1 1 1 0 1	0 1 1 0 0
Test749	0.165822445	5	0 0 1 1 1	1 1 0 0 0	1 1 0 0 1	1 0 1 1 0	1 1 1 1 0	0 1 1 1 0
Test750	0.618192004	5	1 1 0 1 0	0 1 0 1 0	1 0 0 0 1	0 0 1 1 0	0 0 1 0 1	0 0 0 1 0
Test751	0.85723582	5	1 0 0 0 0	1 1 0 1 0	0 0 0 0 0	1 1 1 0 0	0 1 0 0 1	1 1 1 1 1
Test752	0.719120203	5	1 0 1 0 0	1 1 0 1 0	1 0 1 1 0	1 1 1 0 1	0 0 1 1 1	0 0 0 1 0
Test753	0.874501067	5	1 1 0 0 1	1 1 0 1 0	0 0 1 0 0	1 1 1 1 1	1 1 1 0 1	0 0 1 0 1
Test754	0.461212729	5	0 0 1 0 1	0 0 0 0 0	0 0 0 0 0	1 1 1 0 1	0 0 0 0 0	1 1 0 0 0
Test755	0.983390189	5	1 0 1 1 1	1 1 1 1 1	1 0 1 0 0	0 0 0 1 0	1 1 1 1 1	0 0 0 0 1
Test756	0.565946676	5	0 0 1 1 1	1 1 1 0 0	0 1 0 0 1	1 0 0 1 0	1 0 0 1 1	1 0 0 1 1
Test757	0.079179519	5	1 1 1 1 1	0 1 0 0 0	1 0 1 1 1	0 1 0 1 0	1 1 0 1 0	1 0 0 0 0
Test758	0.343862305	5	0 0 0 1 0	1 1 1 1 1	1 0 1 1 1	1 1 1 0 1	0 0 0 1 0	1 0 1 0 1
Test759	0.92012809	5	1 1 0 0 0	1 1 1 0 1	0 1 0 1 1	0 1 0 0 1	1 0 1 1 1	1 0 0 0 0
Test760	0.954339701	5	0 1 0 1 0	0 0 1 0 0	0 0 1 0 1	0 0 1 0 0	1 0 0 0 0	1 1 1 1 1
Test761	0.839232056	5	0 1 1 1 1	1 1 1 0 0	0 1 0 1 0	1 1 0 1 1	0 1 1 0 1	0 1 1 1 1
Test762	0.510845288	5	0 0 0 1 1	1 0 1 0 1	0 1 1 0 0	1 0 1 0 0	1 0 0 0 1	1 1 1 1 1
Test763	0.044683905	5	0 0 1 1 0	1 0 0 0 0	0 0 1 0 0	1 0 0 1 1	1 0 0 0 0	1 0 0 0 1
Test764	0.732770174	5	0 0 0 0 1	0 0 1 1 0	0 0 0 1 0	1 1 0 1 0	1 0 1 0 1	0 1 0 1 0
Test765	0.747143479	5	0 0 0 0 1	1 0 1 0 0	1 0 1 0 1	0 0 0 1 1	0 1 0 1 0	0 1 0 0 1
Test766	0.2045535	5	0 1 0 1 1	1 1 1 0 0	1 1 1 0 0	0 1 0 1 1	0 0 0 1 1	0 0 0 1 1
Test767	0.58068914	5	0 1 0 1 0	1 1 0 1 1	1 1 1 1 0	1 1 1 1 1	1 1 1 0 0	0 1 1 0 0
Test768	0.762869526	5	0 0 1 0 0	0 0 0 1 1	0 0 1 1 1	1 1 0 0 1	0 0 1 0 0	1 1 1 0 1
Test769	0.300754878	5	0 0 1 0 1	1 0 1 0 1	0 0 0 1 0	0 1 1 0 0	1 1 1 0 0	0 0 0 1 0
Test770	0.30719991	5	0 1 1 0 1	1 0 0 1 0	0 1 1 1 1	1 1 1 0 0	0 1 0 1 0	0 0 1 1 0
Test771	0.208208666	5	1 0 0 0 1	0 0 0 1 1	0 1 0 0 1	1 0 1 1 1	1 1 1 1 1	1 0 0 1 1
Test772	0.916256766	5	0 1 0 0 1	0 1 0 0 1	0 1 0 1 1	1 1 1 0 1	0 0 0 1 1	1 0 1 0 1
