Name	Probability	Cycle	Input_1	Input_2	Input_3	Input_4	Input_5	Output
X589	0.432932333	5	1 0 1 1 1	0 1 1 0 1	1 0 0 1 1	1 0 0 1 1	0 1 0 0 0	1 0 0 1 1
X590	0.743497637	5	1 1 1 1 1	1 0 1 1 1	0 0 0 0 1	0 1 0 1 0	1 1 0 1 1	1 1 0 1 1
X591	0.531344799	5	0 0 0 1 0	1 1 0 0 1	0 1 1 0 1	0 1 0 1 1	0 1 0 0 0	0 1 0 0 1
X592	0.309573897	5	0 1 1 1 1	0 1 0 0 0	1 1 1 1 1	0 0 1 0 1	0 1 0 1 0	0 1 1 1 1
X593	0.006895873	5	1 0 1 1 0	0 1 1 1 1	0 1 0 0 1	1 1 1 1 1	1 0 1 1 1	1 1 1 1 1
X594	0.777920139	5	0 1 0 1 1	0 0 0 1 0	0 0 0 0 1	1 0 1 1 0	1 1 1 1 1	0 0 0 1 1
X595	0.660003102	5	1 0 1 0 1	1 0 0 1 0	1 0 1 1 0	0 0 0 0 0	1 1 0 1 0	1 0 0 1 0
X596	0.571083668	5	1 1 1 1 1	1 0 1 0 1	0 0 1 1 1	0 0 1 1 1	0 0 0 1 0	0 0 1 1 1
X597	0.484487772	5	0 1 0 0 1	0 1 0 0 0	0 0 1 0 1	1 0 1 0 1	1 0 0 0 1	0 0 0 0 1
X598	0.31649571	5	1 0 1 1 1	1 0 1 0 0	1 0 1 0 1	0 1 0 1 0	1 1 1 1 1	1 0 1 1 1
X599	0.641978681	5	0 1 0 1 1	0 1 0 0 1	0 0 0 0 1	0 1 1 0 1	0 1 1 0 1	0 1 0 0 1
X600	0.250719847	5	0 1 1 0 0	1 1 1 1 1	1 1 1 1 0	1 1 1 1 1	1 0 0 1 1	1 1 1 1 1
X601	0.725692397	5	0 1 1 0 1	0 0 0 0 1	0 0 0 1 1	1 0 1 1 1	1 0 1 0 1	0 0 1 0 1
X602	0.520263744	5	1 1 0 0 1	0 0 1 1 0	1 0 0 0 0	1 0 1 1 1	0 1 0 0 1	1 0 0 0 1
X603	0.977153075	5	1 1 0 1 0	0 0 0 1 0	1 1 0 1 1	1 0 1 0 0	0 1 1 1 1	1 1 0 1 0
X604	0.781117708	5	1 0 1 0 1	1 1 1 1 0	0 0 1 0 0	1 1 1 0 0	1 1 1 0 1	1 1 1 0 0
X605	0.680973292	5	1 0 1 1 1	1 0 1 1 0	0 1 0 1 1	1 1 0 1 1	1 0 0 0 0	1 0 0 1 1
X606	0.533072599	5	0 1 0 1 0	0 0 1 1 0	1 1 0 0 1	1 0 0 1 0	0 1 1 1 1	0 1 0 1 0
X607	0.055541875	5	0 1 1 1 1	1 1 1 0 0	1 0 0 1 0	1 0 0 1 0	1 0 1 1 1	1 0 1 1 0
X608	0.130370886	5	1 0 0 1 0	0 0 1 1 1	0 0 1 0 1	1 0 0 1 1	0 0 0 1 1	0 0 0 1 1
X609	0.826417547	5	1 0 0 1 1	1 0 1 0 1	0 1 0 1 0	0 0 1 0 1	0 0 0 0 1	0 0 0 0 1
X610	0.386349698	5	1 1 0 1 0	0 1 0 1 1	0 0 0 1 0	0 1 1 1 0	1 1 0 0 1	0 1 0 1 0
X611	0.551390108	5	0 0 1 0 1	1 0 1 0 1	1 1 1 0 0	1 0 0 0 0	0 1 1 1 1	1 0 1 0 1
X612	0.928995541	5	1 1 0 1 0	0 1 1 1 1	0 0 0 0 1	0 1 1 0 1	0 1 1 0 1	0 1 1 0 1
X613	0.749108144	5	1 0 1 1 1	1 1 1 1 0	0 1 1 1 0	1 1 0 0 0	1 0 0 1 1	1 1 1 1 0
X614	0.871199829	5	1 0 0 0 0	1 1 0 0 1	0 0 0 0 0	1 0 1 1 1	1 1 0 0 1	1 0 0 0 1
X615	0.844343693	5	1 1 0 1 0	1 0 0 0 0	1 1 1 1 1	1 0 1 1 1	1 1 1 1 1	1 1 1 1 1
X616	0.827810876	5	0 1 1 0 0	0 0 1 1 0	1 1 1 1 1	0 1 0 1 0	0 0 1 0 1	0 1 1 1 0
X617	0.970071352	5	0 1 0 0 0	0 1 1 0 0	1 0 0 1 0	1 0 0 0 0	0 0 1 0 0	0 0 0 0 0
X618	0.978606783	5	0 0 1 0 1	0 1 1 0 1	0 1 1 0 1	1 1 1 0 0	1 1 1 0 1	0 1 1 0 1
X619	0.627651257	5	0 1 1 0 1	1 0 1 0 1	1 1 1 0 1	1 1 0 1 0	0 1 1 1 0	1 1 1 0 1
X620	0.225197236	5	0 1 0 1 1	1 0 0 1 1	1 1 1 1 1	0 1 0 0 0	1 1 1 0 1	1 1 0 1 1
X621	0.869916534	5	0 1 1 1 0	0 0 1 1 1	1 1 1 0 0	0 1 1 1 0	0 0 1 1 1	0 1 1 1 0
X622	0.995418119	5	0 0 1 1 0	1 1 1 1 1	0 0 0 0 1	0 0 1 0 0	0 0 0 1 1	0 0 1 1 1
X623	0.533768669	5	1 1 0 1 0	0 1 0 0 1	0 1 0 0 0	0 0 1 1 1	0 1 1 1 0	0 1 0 1 0
X624	0.708964198	5	0 0 1 0 1	1 0 1 0 0	1 0 0 0 1	1 1 1 0 1	1 0 1 1 0	1 0 1 0 1
X625	0.367807983	5	0 0 1 0 1	0 0 0 1 1	1 1 0 1 1	1 0 0 0 1	1 0 1 0 0	1 0 0 0 1
X626	0.800982647	5	0 1 1 0 0	0 0 1 0 1	1 0 0 0 0	0 1 1 1 1	0 0 0 0 0	0 0 1 0 0
X627	0.671663336	5	1 0 1 1 1	1 0 1 0 0	0 0 1 1 0	1 0 1 0 1	1 1 0 1 0	1 0 1 1 0
X628	0.354259295	5	1 1 1 0 1	1 0 0 0 1	1 0 0 0 1	0 0 1 0 1	0 1 0 0 1	1 0 0 0 1
X629	0.355865909	5	1 1 1 1 1	1 1 0 0 0	1 1 0 0 0	0 0 1 1 1	1 0 0 0 1	1 1 0 0 1
X630	0.773499394	5	1 0 0 0 1	1 0 1 0 1	0 0 0 0 0	1 1 1 0 0	1 1 0 0 0	1 0 0 0 0
X631	0.346522449	5	1 0 1 0 1	0 0 1 1 1	1 1 1 0 0	0 0 1 1 1	0 0 1 0 1	0 0 1 0 1
X632	0.322053412	5	1 0 0 1 1	0 1 0 0 0	1 1 1 1 0	1 1 1 0 0	0 0 1 1 0	1 1 1 1 0
X633	0.39872359	5	1 1 1 0 1	0 1 1 0 0	1 0 1 0 1	1 1 1 0 0	0 0 0 0 1	1 1 1 0 1
X634	0.661078257	5	0 1 0 0 0	0 0 1 0 1	0 1 1 0 0	1 1 0 0 1	1 1 1 1 0	0 1 1 0 0
X635	0.612435235	5	1 1 1 0 0	1 0 1 0 1	0 1 0 0 1	0 0 1 1 0	0 0 0 0 1	0 0 1 0 1
X636	0.042399441	5	1 0 1 0 0	1 0 1 0 0	1 0 0 0 0	0 1 0 1 0	0 1 0 0 1	1 0 0 0 0
X637	0.506860602	5	0 0 0 1 0	1 0 0 0 0	0 1 1 0 0	1 1 0 1 0	1 1 0 0 1	1 1 0 0 0
X638	0.537634755	5	1 1 1 1 1	0 0 1 1 0	0 1 0 0 0	0 1 1 0 0	1 1 0 0 1	0 1 1 0 0
X639	0.789668981	5	0 0 1 1 1	1 1 1 1 1	0 0 1 1 0	0 1 1 1 1	0 1 0 1 0	0 1 1 1 1
X640	0.538830561	5	1 1 0 1 1	0 1 0 1 1	1 1 1 1 1	1 1 1 1 1	1 0 0 1 0	1 1 0 1 1
X641	0.552982059	5	0 0 0 1 1	1 0 1 1 1	1 1 1 1 0	1 0 1 1 0	1 0 0 0 1	1 0 1 1 1
X642	0.431811233	5	1 1 0 0 1	1 0 1 0 1	0 1 0 1 1	1 0 1 0 1	0 1 1 1 1	1 1 1 0 1
X643	0.481631638	5	0 0 1 0 0	0 0 1 1 0	0 0 0 0 0	0 1 0 1 0	0 0 0 0 1	0 0 0 0 0
X644	0.389688683	5	1 0 0 1 0	1 1 1 0 0	1 1 0 0 1	0 0 1 0 0	0 1 1 0 0	1 1 1 0 0
X645	0.678373692	5	1 0 0 0 0	0 1 1 0 0	0 0 1 0 1	0 1 0 1 1	1 0 0 0 1	0 0 0 0 1
X646	0.764534076	5	1 1 0 1 0	0 1 0 1 1	0 0 0 0 1	1 0 1 0 1	1 1 1 0 1	1 1 0 0 1
X647	0.412348462	5	0 0 0 1 0	0 1 0 0 1	0 0 0 1 0	0 1 1 0 0	0 0 1 0 1	0 0 0 0 0
X648	0.777506777	5	1 1 1 1 0	1 1 1 0 0	0 1 1 0 0	0 0 1 0 0	1 1 0 1 0	1 1 1 0 0
X649	0.21090199	5	1 1 0 1 0	1 0 0 0 0	1 0 1 0 1	1 1 0 0 0	1 1 1 0 0	1 1 0 0 0
X650	0.80179882	5	0 0 0 1 1	0 1 0 0 0	0 1 0 0 0	0 0 1 0 1	0 0 1 1 0	0 0 0 0 0
X651	0.440461646	5	0 1 1 1 0	0 0 1 0 1	0 0 0 1 0	0 0 0 0 0	0 0 1 1 0	0 0 1 1 0
X652	0.304478226	5	1 0 1 0 0	0 0 0 0 1	1 1 1 0 1	1 0 1 0 1	1 0 1 0 1	1 0 1 0 1
X653	0.850977296	5	0 1 0 0 1	0 1 1 0 1	0 1 1 1 0	0 1 1 1 1	0 1 1 0 1	0 1 1 0 1
X654	0.054591002	5	0 0 0 1 0	1 0 0 1 1	0 1 0 0 0	1 0 0 1 0	1 0 0 0 1	1 0 0 1 0
X655	0.351100189	5	1 1 0 0 0	1 1 0 0 0	1 1 1 0 0	0 0 0 1 0	0 0 0 1 1	1 1 0 0 0
X656	0.432577139	5	0 1 1 0 0	0 1 0 0 1	0 0 1 1 0	0 1 1 1 1	1 1 1 1 1	0 1 1 1 1
X657	0.117886258	5	0 0 0 0 0	0 0 1 0 0	0 0 0 1 1	0 0 0 1 0	1 1 0 1 1	0 0 0 1 0
X658	0.141039231	5	1 1 0 1 0	0 0 0 0 0	0 0 1 1 0	0 0 1 0 0	0 1 0 1 1	0 0 0 1 0
X659	0.708675676	5	1 1 0 1 0	0 1 0 0 0	0 0 1 0 0	0 1 1 0 1	1 0 1 0 0	0 1 1 0 0
X660	0.733408273	5	1 1 1 1 1	0 1 1 0 0	0 0 1 0 1	0 1 1 0 0	1 0 0 1 0	0 1 1 0 0
X661	0.878978953	5	0 1 1 0 1	0 1 0 0 1	0 1 1 0 1	1 0 1 0 0	1 1 0 1 0	0 1 1 0 1
X662	0.551155369	5	1 0 1 1 1	0 1 0 0 1	0 1 0 0 0	1 0 1 0 1	1 0 0 1 1	1 0 0 0 1
X663	0.529385856	5	0 0 1 0 1	1 1 1 0 1	1 0 1 0 1	0 1 1 1 0	0 1 1 1 0	0 1 1 0 1
X664	0.815763557	5	0 0 0 1 0	0 1 1 1 0	0 1 1 1 1	1 1 1 0 1	1 0 1 0 1	0 1 1 1 1
X665	0.997429986	5	0 0 0 1 0	1 1 1 1 0	0 0 0 1 1	1 0 1 0 0	1 1 1 0 1	1 0 1 1 0
X666	0.703039666	5	1 0 0 0 1	0 1 0 0 1	0 1 1 1 1	1 0 1 0 1	1 0 0 0 0	1 0 0 0 1
X667	0.426581191	5	0 0 0 1 1	0 0 0 0 0	0 0 0 1 1	0 0 0 0 0	1 1 0 1 0	0 0 0 1 0
X668	0.4392385	5	1 0 1 1 1	1 0 0 0 1	0 1 0 1 1	0 0 0 0 1	1 0 1 0 0	1 0 0 0 1
X669	0.230921002	5	1 1 0 0 0	0 1 0 1 1	0 0 1 1 0	0 0 0 1 0	0 1 0 1 1	0 1 0 1 0
X670	0.251119082	5	1 0 1 0 0	0 1 1 1 1	0 0 0 1 0	0 1 0 1 1	1 1 1 1 0	0 1 1 1 0
X671	0.577108306	5	1 1 1 1 1	1 1 1 0 1	0 1 1 1 0	0 1 0 0 1	1 1 1 1 0	1 1 1 1 1
X672	0.511732542	5	0 1 0 0 0	1 1 0 1 1	0 0 0 1 1	0 1 0 1 0	0 0 1 1 1	0 1 0 1 1
X673	0.549552708	5	0 0 0 0 1	0 1 0 0 0	1 1 1 1 1	0 0 1 1 1	0 0 0 1 1	0 0 0 1 1
X674	0.226548084	5	0 1 1 1 1	0 0 0 1 0	0 1 1 1 0	1 1 1 1 0	1 0 1 1 0	0 1 1 1 0
X675	0.496868474	5	1 1 0 1 1	1 0 0 0 0	0 1 0 1 0	0 0 1 1 0	0 0 0 1 1	0 0 0 1 0
X676	0.442025831	5	0 0 0 1 1	1 0 0 0 0	1 0 1 0 1	1 1 1 0 0	0 1 0 1 0	1 0 0 0 0
X677	0.94894924	5	0 1 0 0 1	0 0 1 0 0	0 0 1 0 1	0 1 1 0 1	1 1 1 1 0	0 1 1 0 1
X678	0.929494965	5	1 1 1 0 0	0 0 0 1 0	1 0 1 0 0	0 1 1 0 1	0 1 1 1 0	0 1 1 0 0
X679	0.123421758	5	0 1 1 1 1	1 1 0 1 1	0 0 0 0 0	1 0 1 1 1	1 1 1 1 0	1 1 1 1 1
X680	0.145575377	5	0 1 1 0 0	0 0 1 0 0	1 1 0 0 1	1 0 0 0 1	1 1 1 1 1	1 1 1 0 1
X681	0.289426103	5	1 1 1 0 1	0 1 0 0 1	1 1 0 0 1	0 1 1 1 0	0 1 0 1 1	0 1 0 0 1
X682	0.791595047	5	1 0 0 1 1	1 1 1 1 0	1 1 0 1 0	0 0 1 0 1	1 0 1 1 1	1 0 1 1 1
X683	0.059502816	5	0 1 0 0 0	1 1 0 1 0	0 0 1 0 1	0 1 1 1 0	0 1 1 0 1	0 1 1 0 0
X684	0.091209448	5	1 0 0 0 0	0 0 0 1 1	1 0 1 1 1	1 1 1 1 0	1 1 1 0 1	1 0 1 1 1
X685	0.655761141	5	0 1 1 0 1	1 1 1 0 1	0 1 0 0 1	0 1 0 1 0	0 0 0 1 0	0 1 0 0 1
X686	0.939659182	5	1 0 0 1 0	1 1 1 0 1	1 0 0 1 1	1 0 1 1 1	0 0 1 0 1	1 0 1 1 1
X687	0.979641587	5	1 1 1 1 0	0 0 0 0 0	1 1 1 1 0	1 0 1 1 0	1 1 1 1 1	1 1 1 1 0
X688	0.577383886	5	1 0 1 1 0	1 1 0 0 1	0 0 1 0 0	0 1 0 0 0	1 0 1 1 0	1 0 1 0 0
X689	0.98708202	5	1 1 1 0 0	0 0 0 0 1	1 0 0 1 1	0 1 1 1 1	0 1 1 1 0	0 1 1 1 1
X690	0.816826507	5	1 1 1 0 1	0 0 1 1 1	1 0 0 1 0	1 1 1 1 1	1 1 0 0 1	1 1 1 1 1
X691	0.170445713	5	0 0 0 1 0	0 0 1 0 0	1 0 0 0 1	0 1 0 1 0	0 1 1 0 0	0 0 0 0 0
X692	0.144146234	5	1 0 0 1 0	1 0 1 1 1	1 0 0 1 1	0 0 0 1 1	1 0 1 0 1	1 0 0 1 1
X693	0.761965241	5	1 1 1 1 1	1 1 0 0 0	0 1 0 0 0	0 1 1 1 1	1 1 1 0 0	1 1 1 0 0
X694	0.921810757	5	0 1 0 0 1	1 0 1 1 1	1 0 0 0 0	0 1 1 1 0	0 1 1 1 1	0 1 1 1 1
X695	0.315236137	5	0 1 1 1 0	1 1 0 1 0	1 1 1 0 0	0 1 0 1 1	0 0 1 0 1	0 1 1 1 0
X696	0.337417332	5	0 0 0 0 1	0 0 0 0 0	1 0 0 1 0	0 0 1 0 0	0 1 0 0 1	0 0 0 0 0
X697	0.119021971	5	0 1 1 0 0	1 0 0 0 0	0 0 0 1 1	0 1 1 0 1	1 0 1 0 0	0 0 1 0 0
X698	0.759989045	5	0 1 1 0 0	0 0 0 0 1	1 0 1 0 1	1 1 1 0 1	0 1 1 0 1	0 1 1 0 1
X699	0.49362685	5	1 0 1 0 0	1 1 0 0 0	0 1 0 1 1	1 1 1 1 0	0 0 1 0 0	1 1 1 0 0
X700	0.34525531	5	0 1 1 0 1	1 1 0 0 0	1 0 0 1 1	0 1 0 1 0	0 0 0 0 0	0 1 0 0 0
X701	0.014427653	5	1 1 0 0 1	1 0 1 0 0	1 1 1 1 0	0 0 1 1 0	0 0 0 1 0	1 0 1 1 0
X702	0.683642717	5	0 0 0 0 0	1 0 0 0 1	0 1 0 0 0	1 0 1 0 0	0 0 0 0 1	0 0 0 0 0
X703	0.894643737	5	0 0 0 1 1	0 0 0 1 0	0 1 1 0 0	0 1 0 0 1	0 1 0 1 0	0 1 0 1 0
X704	0.704714411	5	1 0 0 0 0	0 1 0 0 1	1 1 0 0 0	0 1 1 1 0	0 0 1 1 1	0 1 0 0 0
X705	0.204687593	5	0 0 0 1 0	1 1 1 1 0	0 0 0 1 1	0 1 1 0 1	0 0 1 0 0	0 0 1 1 0
X706	0.158126125	5	0 1 0 0 1	1 1 0 0 1	0 0 1 0 0	0 0 0 0 1	0 1 1 0 1	0 1 0 0 1
X707	0.205257733	5	1 0 1 0 1	1 1 0 1 1	1 0 0 0 0	0 0 1 0 0	1 1 0 0 0	1 0 0 0 0
X708	0.826287126	5	1 1 0 1 0	0 0 1 1 0	1 0 0 1 1	1 1 0 1 1	1 1 1 0 0	1 1 0 1 0
X709	0.413236523	5	1 0 1 0 0	1 1 1 0 1	0 0 1 1 0	1 1 1 0 0	1 1 0 1 1	1 1 1 0 0
X710	0.490047555	5	1 0 0 0 1	0 1 0 1 0	1 0 1 0 0	0 0 0 0 0	0 0 1 0 1	0 0 0 0 0
X711	0.694305247	5	1 1 0 0 0	0 0 1 0 0	1 0 0 1 1	1 0 1 0 1	1 0 1 0 1	1 0 1 0 1
X712	0.251922793	5	1 1 0 1 0	0 1 1 0 1	1 1 0 1 1	0 0 0 1 0	1 1 1 0 0	1 1 0 1 0
X713	0.777436848	5	0 1 1 1 0	1 0 0 1 0	1 1 0 1 0	0 0 0 0 1	1 0 1 0 1	1 0 0 1 0
X714	0.556113852	5	1 1 1 0 0	0 0 0 1 0	0 1 0 1 1	1 1 1 1 0	1 1 1 1 1	1 1 1 1 0
X715	0.946858004	5	0 1 0 0 0	1 1 1 1 0	1 0 0 0 0	0 1 1 0 1	1 1 1 1 0	1 1 1 0 0
X716	0.050945682	5	0 1 1 0 0	1 0 0 0 0	0 0 1 1 0	0 1 0 0 0	1 1 1 0 1	0 1 1 0 0
X717	0.045654527	5	0 0 0 0 1	1 1 1 1 0	1 0 1 0 1	0 1 1 1 1	1 0 1 1 1	1 0 1 1 1
X718	0.202578812	5	0 0 0 1 1	1 0 0 0 1	1 0 1 0 1	0 0 0 1 1	1 1 0 1 1	1 0 0 1 1
X719	0.688601916	5	1 0 0 0 0	1 1 1 0 1	1 0 0 1 1	0 1 0 0 1	1 0 1 0 0	1 0 0 0 1
X720	0.786493615	5	1 1 0 0 0	0 1 1 0 1	1 1 1 1 1	1 1 1 1 0	0 0 0 0 0	1 1 1 0 0
X721	0.875964547	5	0 1 0 1 1	1 0 0 0 1	0 1 0 0 1	0 0 0 0 0	1 1 1 0 0	0 1 0 0 1
X722	0.611071887	5	0 1 0 0 0	1 1 1 0 1	0 0 1 0 1	1 1 1 0 1	1 1 0 1 0	1 1 1 0 1
X723	0.328772911	5	1 0 0 0 0	1 0 1 0 0	0 0 0 0 1	0 1 0 0 0	1 0 1 0 0	1 0 0 0 0
X724	0.697546348	5	0 1 0 0 1	0 0 0 1 0	1 1 1 1 1	0 1 0 0 1	0 1 1 1 1	0 1 0 1 1
X725	0.957863752	5	0 1 1 1 1	0 0 0 1 1	1 0 0 0 0	0 1 1 0 1	1 0 1 0 0	0 0 1 0 1
X726	0.489937334	5	0 0 1 1 0	1 0 1 0 0	1 1 0 0 0	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0
X727	0.802523563	5	0 0 1 0 1	1 0 1 1 1	0 1 1 1 1	0 0 0 0 1	0 0 1 1 0	0 0 1 1 1
X728	0.786571801	5	0 0 0 1 0	1 0 1 0 0	1 1 0 1 1	0 1 0 1 0	1 1 1 0 1	1 1 0 1 0
X729	0.702394506	5	1 1 0 1 0	1 0 0 1 1	1 0 0 1 1	1 0 1 1 1	1 1 1 1 1	1 0 0 1 1
X730	0.700496774	5	1 0 0 0 0	0 1 1 0 0	0 1 0 0 1	1 1 1 1 1	1 0 1 1 1	1 1 1 0 1
X731	0.849969928	5	1 1 0 1 1	0 1 1 1 0	0 1 0 1 0	0 0 1 1 0	0 0 1 1 0	0 1 1 1 0
X732	0.919067132	5	1 0 0 1 1	0 1 1 1 1	1 1 0 1 1	1 1 0 1 0	1 0 1 1 0	1 1 0 1 1
X733	0.251637354	5	1 1 1 0 1	1 1 1 0 1	0 0 1 1 0	0 0 0 1 0	1 0 1 1 0	1 0 1 1 0
X734	0.819601839	5	1 1 0 1 1	1 1 0 0 0	0 0 1 1 0	1 1 0 0 1	1 1 1 1 1	1 1 0 1 1
X735	0.267981715	5	1 1 1 0 1	0 0 0 1 1	0 1 1 0 1	1 0 1 1 0	1 0 0 1 1	1 0 1 1 1
X736	0.061861915	5	0 1 0 1 0	0 0 0 1 1	1 0 0 1 0	0 0 1 0 1	0 1 0 0 0	0 0 0 1 0
X737	0.447840472	5	1 0 1 1 0	1 1 1 0 1	0 1 1 0 1	1 0 0 1 1	0 0 1 1 0	1 0 1 1 1
X738	0.256056679	5	1 0 1 1 1	1 1 0 0 1	0 1 1 0 1	1 1 0 1 1	1 0 1 0 0	1 1 1 0 1
X739	0.631945975	5	1 1 1 1 1	1 1 0 0 0	1 0 1 1 1	0 1 0 0 0	1 0 1 1 1	1 1 1 1 1
X740	0.938154996	5	0 1 1 1 1	1 1 0 1 1	0 1 1 1 0	0 1 0 0 1	0 1 1 0 0	0 1 1 1 1
X741	0.365366212	5	1 1 0 1 0	1 1 0 1 1	1 0 1 1 1	0 1 1 0 0	0 0 0 0 0	1 1 0 1 0
X742	0.927682002	5	1 1 0 0 1	0 1 1 1 1	0 0 1 1 0	1 1 1 1 1	1 0 0 1 0	1 1 1 1 1
X743	0.49193484	5	0 1 1 1 0	1 1 0 0 1	1 0 0 0 1	0 1 0 1 0	1 1 1 0 1	1 1 0 0 1
X744	0.991615325	5	1 0 1 0 0	0 0 1 1 0	1 1 1 0 1	1 1 0 0 0	0 1 1 0 1	1 1 1 0 0
X745	0.727760639	5	1 0 1 0 0	1 0 1 1 1	1 1 1 1 0	0 1 1 1 1	0 1 0 0 0	1 1 1 1 0
X746	0.436403191	5	0 1 1 0 0	0 0 0 1 0	0 0 1 1 1	0 1 1 0 0	0 0 1 1 0	0 0 1 1 0
X747	0.108972109	5	0 0 1 1 0	0 0 0 0 0	0 1 0 0 1	0 0 1 0 0	0 0 0 1 1	0 0 0 0 0
X748	0.506084838	5	0 0 1 0 0	1 0 0 0 1	0 1 1 0 0	1 1 0 0 1	1 0 1 0 0	1 0 1 0 0
X749	0.211171325	5	1 1 0 1 0	1 1 1 1 1	0 1 0 0 1	1 1 1 1 1	0 0 0 0 1	1 1 0 1 1
X750	0.310090294	5	1 1 0 1 1	0 0 0 0 1	1 1 0 0 1	0 0 1 1 1	0 1 0 0 0	0 1 0 0 1
X751	0.472322173	5	0 1 1 0 0	0 0 1 1 0	0 1 1 1 0	0 0 1 0 1	1 1 0 1 1	0 1 1 1 0
X752	0.454092734	5	0 0 0 0 1	0 0 0 1 0	1 1 0 1 1	0 1 0 0 1	1 1 1 0 0	0 1 0 0 1
X753	0.62609761	5	1 0 0 1 1	0 1 0 0 1	0 0 0 1 0	1 0 1 1 1	1 0 0 0 1	1 0 0 1 1
X754	0.806934546	5	1 0 1 1 0	0 0 0 0 0	1 1 0 0 1	0 0 0 0 1	1 1 1 0 1	1 0 0 0 1
X755	0.244170328	5	0 1 1 0 0	0 0 0 0 1	0 1 0 0 0	0 0 0 1 1	1 1 1 0 1	0 1 0 0 1
X756	0.961889909	5	1 0 1 0 1	1 1 0 0 1	1 0 1 1 0	1 1 1 1 1	1 0 0 1 0	1 0 1 1 1
X757	0.248399101	5	1 1 1 0 0	1 1 1 1 1	1 0 1 1 1	1 0 0 0 1	0 0 0 0 0	1 0 1 0 1
X758	0.14718784	5	1 0 1 1 0	0 0 0 1 1	1 1 0 0 0	0 1 1 0 1	1 1 0 1 0	1 1 0 1 0
X759	0.693598463	5	1 0 0 0 0	0 1 0 1 1	0 0 0 1 0	0 0 1 0 0	0 1 1 0 1	0 0 0 0 0
X760	0.291321328	5	0 0 0 1 1	1 0 1 1 0	0 0 0 1 1	1 0 0 1 1	1 1 0 1 1	1 0 0 1 1
X761	0.024417944	5	1 0 1 0 1	1 1 0 1 1	0 0 0 0 0	1 0 1 1 1	0 1 1 0 1	1 0 1 0 1
X762	0.607085243	5	1 1 1 1 0	0 0 1 0 1	1 1 1 1 0	0 1 1 1 0	1 0 1 0 1	1 1 1 1 0
X763	0.60666224	5	1 0 0 1 0	0 1 0 1 1	0 0 1 1 0	1 1 0 1 0	0 1 1 1 0	0 1 0 1 0
X764	0.744994346	5	1 0 0 0 0	0 0 1 1 0	1 1 1 1 0	1 1 0 0 0	1 0 1 0 1	1 0 1 0 0
X765	0.698583917	5	1 0 0 0 1	1 0 1 0 0	1 0 1 1 1	0 1 1 1 1	1 0 0 1 0	1 0 1 1 1
X766	0.311503846	5	0 0 1 1 1	1 0 0 0 1	1 1 1 0 0	1 0 0 1 0	1 0 1 1 1	1 0 1 1 1
X767	0.543411775	5	0 1 1 0 0	0 1 1 1 1	1 0 0 1 1	0 0 1 0 0	1 1 1 1 1	0 1 1 1 1
X768	0.671591688	5	0 1 1 0 1	0 1 0 1 1	1 0 0 1 0	1 0 0 0 0	0 1 1 1 1	0 1 0 1 1
X769	0.528318976	5	0 0 1 1 1	1 1 1 0 0	1 1 1 0 1	1 0 1 1 1	1 1 1 0 0	1 1 1 0 1
X770	0.654869692	5	1 0 1 1 0	1 0 1 0 0	0 0 0 0 0	0 1 0 0 0	1 1 1 1 0	1 0 1 0 0
X771	0.381041596	5	0 1 1 1 0	1 1 0 0 1	0 1 1 1 0	0 0 1 1 1	1 0 1 0 1	0 1 1 1 1
X772	0.021482676	5	1 1 0 0 1	1 1 0 0 0	0 0 0 0 1	0 0 0 1 0	0 0 0 1 0	0 0 0 0 0
X773	0.424505339	5	1 0 0 1 0	0 1 1 0 0	1 1 1 0 1	1 0 1 0 0	0 0 0 1 0	1 0 1 0 0
X774	0.450641493	5	1 0 0 0 0	0 0 0 0 0	1 0 0 1 1	1 0 0 0 1	1 1 0 1 0	1 0 0 0 0
X775	0.508523705	5	1 1 1 0 0	0 1 1 1 0	1 0 0 0 1	1 1 1 1 0	1 0 1 0 1	1 1 1 0 0
X776	0.171336193	5	1 0 0 0 0	0 0 1 0 1	0 0 1 1 0	0 0 1 0 0	0 0 1 1 0	0 0 1 0 0
X777	9.78591E-05	5	1 1 0 0 0	0 1 0 0 1	1 0 1 1 0	1 1 1 0 0	1 1 1 1 0	1 1 1 0 0
X778	0.678021088	5	1 0 0 1 1	0 1 0 1 1	0 1 0 1 0	0 1 1 0 0	0 1 1 1 0	0 1 0 1 0
X779	0.378259184	5	0 1 1 1 0	0 1 1 0 0	1 1 0 0 0	0 1 1 1 1	1 1 1 0 1	0 1 1 0 0
X780	0.274710867	5	1 0 1 0 1	0 0 0 0 1	0 0 1 1 0	1 0 0 1 0	0 0 0 1 0	0 0 0 1 0
X781	0.890302112	5	1 0 0 1 0	1 1 0 1 0	1 1 0 1 1	1 1 0 0 1	0 0 1 0 1	1 1 0 1 1
X782	0.307857154	5	0 0 1 0 1	0 0 1 1 1	0 1 1 1 0	0 1 0 0 1	0 0 0 1 0	0 0 1 1 1
X783	0.385351598	5	1 0 1 1 1	1 0 1 1 0	1 0 0 0 0	0 0 1 0 1	1 1 1 0 0	1 0 1 0 0
X784	0.586228244	5	1 0 1 0 1	1 1 0 0 0	0 0 1 0 0	0 1 1 0 1	1 0 0 1 1	1 0 1 0 1
